"Tier4","Tier5","fYEAR","COUNT","TOTAL","LONGITUDE","LATITUDE"
"1820","8385","2007",16797,38000,149.693972233333,-20.0334944433333
"1820","8385","2009",10673,38250,149.693972233333,-20.0334944433333
"1820","8385","2011",10040,38050,149.693972233333,-20.0334944433333
"1820","8385","2013",15210,44900,149.693972233333,-20.0334944433333
"1820","8385","2015",16907,37400,149.693972233333,-20.0334944433333
"1820","8385","2017",20793,40100,149.693972233333,-20.0334944433333
"1820","8385","2021",32203,70500,149.693972233333,-20.0334944433333
"1820","8421","2007",5295,12500,149.4304667,-19.80686667
"1820","8421","2009",3918,12600,149.4304667,-19.80686667
"1820","8421","2011",3812,13850,149.4304667,-19.80686667
"1820","8421","2013",4521,14600,149.4304667,-19.80686667
"1820","8421","2015",5212,13250,149.4304667,-19.80686667
"1820","8421","2017",6407,13300,149.4304667,-19.80686667
"1820","8421","2019",4811,15200,149.4304667,-19.80686667
"1820","8421","2021",7364,20350,149.4304667,-19.80686667
"1820","8421","2022",5663,16200,149.4304667,-19.80686667
"1820","8421","2023",6819,18550,149.4304667,-19.80686667
"1820","8421","2024",8507,18500,149.4304667,-19.80686667
"1820","8422","2007",10776,25600,149.42381665,-19.808566665
"1820","8422","2009",8231,26200,149.42381665,-19.808566665
"1820","8422","2011",5892,25600,149.42381665,-19.808566665
"1820","8422","2013",8328,27650,149.42381665,-19.808566665
"1820","8422","2015",10359,26800,149.42381665,-19.808566665
"1820","8422","2017",12496,26700,149.42381665,-19.808566665
"1820","8422","2019",11451,35800,149.42381665,-19.808566665
"1820","8422","2021",17114,46200,149.42381665,-19.808566665
"1820","8422","2022",12485,36250,149.42381665,-19.808566665
"1820","8422","2023",19168,46350,149.42381665,-19.808566665
"1820","8422","2024",14377,34650,149.42381665,-19.808566665
"1820","8427","2007",13954,37950,149.378188866667,-19.7694111133333
"1820","8427","2009",14629,39700,149.378188866667,-19.7694111133333
"1820","8427","2011",13684,38250,149.378188866667,-19.7694111133333
"1820","8427","2013",16117,39700,149.378188866667,-19.7694111133333
"1820","8427","2015",17197,40500,149.378188866667,-19.7694111133333
"1820","8427","2017",19379,39000,149.378188866667,-19.7694111133333
"1820","8427","2019",20472,54450,149.378188866667,-19.7694111133333
"1820","8427","2021",21718,56600,149.378188866667,-19.7694111133333
"1820","8427","2022",23139,55650,149.378188866667,-19.7694111133333
"1820","8427","2023",24472,62750,149.378188866667,-19.7694111133333
"1820","8427","2024",24727,57250,149.378188866667,-19.7694111133333
"1820","8573","2007",3673,25000,150.08876665,-19.742533335
"1820","8573","2009",2839,26100,150.08876665,-19.742533335
"1820","8573","2011",1306,25300,150.08876665,-19.742533335
"1820","8573","2013",919,29450,150.08876665,-19.742533335
"1820","8573","2015",1483,26550,150.08876665,-19.742533335
"1820","8573","2017",2297,26100,150.08876665,-19.742533335
"1820","8573","2019",4834,34050,150.08876665,-19.742533335
"1820","8573","2021",8796,38150,150.08876665,-19.742533335
"1820","8573","2022",10240,41550,150.08876665,-19.742533335
"1820","8573","2023",8461,31300,150.08876665,-19.742533335
"1820","8573","2024",8192,38000,150.08876665,-19.742533335
"1820","8576","2007",3495,13300,150.0808,-19.73871667
"1820","8576","2009",1556,12550,150.0808,-19.73871667
"1820","8576","2011",887,12650,150.0808,-19.73871667
"1820","8576","2013",711,14000,150.0808,-19.73871667
"1820","8576","2015",1171,12400,150.0808,-19.73871667
"1820","8576","2017",3196,13550,150.0808,-19.73871667
"1820","8576","2019",6102,16100,150.0808,-19.73871667
"1820","8576","2021",8548,15150,150.0808,-19.73871667
"1820","8576","2022",13197,20850,150.0808,-19.73871667
"1820","8576","2023",10320,16100,150.0808,-19.73871667
"1820","8576","2024",9297,20050,150.0808,-19.73871667
"1820","13333","2007",7494,38300,150.162222233333,-19.7965944466667
"1820","13333","2009",4011,39400,150.162222233333,-19.7965944466667
"1820","13333","2011",1219,37550,150.162222233333,-19.7965944466667
"1820","13333","2013",1385,47800,150.162222233333,-19.7965944466667
"1820","13333","2015",2217,39600,150.162222233333,-19.7965944466667
"1820","13333","2017",5341,39800,150.162222233333,-19.7965944466667
"1820","13333","2019",10606,51300,150.162222233333,-19.7965944466667
"1820","13333","2021",18847,58900,150.162222233333,-19.7965944466667
"1820","13333","2022",22281,62650,150.162222233333,-19.7965944466667
"1820","13333","2023",16527,49050,150.162222233333,-19.7965944466667
"1820","13514","2007",20522,41550,148.720341675,-20.1053541675
"1820","13514","2008",22619,42050,148.720341675,-20.1053541675
"1820","13514","2009",21976,41950,148.720341675,-20.1053541675
"1820","13514","2010",19372,41650,148.720341675,-20.1053541675
"1820","13514","2011",20271,41150,148.720341675,-20.1053541675
"1820","13514","2012",19418,41250,148.720341675,-20.1053541675
"1820","13514","2013",25305,41400,148.720341675,-20.1053541675
"1820","13514","2014",24101,41100,148.720341675,-20.1053541675
"1820","13514","2016",27727,40900,148.720341675,-20.1053541675
"1820","13514","2017",4384,41350,148.720341675,-20.1053541675
"1820","13514","2018",4220,40950,148.720341675,-20.1053541675
"1820","13514","2019",3875,41250,148.720341675,-20.1053541675
"1820","13514","2020",4077,41000,148.720341675,-20.1053541675
"1820","13514","2021",3345,41300,148.720341675,-20.1053541675
"1820","13514","2022",3804,41350,148.720341675,-20.1053541675
"1820","13514","2023",3537,41500,148.720341675,-20.1053541675
"1820","13514","2024",3361,39680,148.720341675,-20.1053541675
"1820","19340","2008",11714,40950,148.8007375,-20.301279165
"1820","19340","2010",10642,41300,148.8007375,-20.301279165
"1820","19340","2012",12494,41150,148.8007375,-20.301279165
"1820","19340","2014",14476,41100,148.8007375,-20.301279165
"1820","19340","2016",16135,41150,148.8007375,-20.301279165
"1820","19340","2017",8713,41350,148.8007375,-20.301279165
"1820","19340","2018",9962,40850,148.8007375,-20.301279165
"1820","19340","2020",11977,41150,148.8007375,-20.301279165
"1820","19340","2021",12820,40950,148.8007375,-20.301279165
"1820","19340","2022",12805,40300,148.8007375,-20.301279165
"1820","19340","2023",15035,41000,148.8007375,-20.301279165
"1820","19340","2024",15262,40848,148.8007375,-20.301279165
"1820","19348","2007",17427,40150,148.812325,-20.2545625
"1820","19348","2008",14833,41500,148.812325,-20.2545625
"1820","19348","2009",14860,42200,148.812325,-20.2545625
"1820","19348","2010",10169,41650,148.812325,-20.2545625
"1820","19348","2011",8556,40900,148.812325,-20.2545625
"1820","19348","2012",10762,41500,148.812325,-20.2545625
"1820","19348","2013",8979,41100,148.812325,-20.2545625
"1820","19348","2014",10443,41050,148.812325,-20.2545625
"1820","19348","2016",15508,41550,148.812325,-20.2545625
"1820","19348","2017",736,41200,148.812325,-20.2545625
"1820","19348","2018",779,39100,148.812325,-20.2545625
"1820","19348","2020",796,40850,148.812325,-20.2545625
"1820","19348","2021",738,41200,148.812325,-20.2545625
"1820","19348","2022",1146,39450,148.812325,-20.2545625
"1820","19348","2023",1698,38400,148.812325,-20.2545625
"1820","19348","2024",2276,40300,148.812325,-20.2545625
"1820","19353","2007",6555,25750,148.87828335,-20.080708335
"1820","19353","2009",5504,26200,148.87828335,-20.080708335
"1820","19353","2011",6567,25400,148.87828335,-20.080708335
"1820","19353","2013",5636,25050,148.87828335,-20.080708335
"1820","19353","2015",5727,25200,148.87828335,-20.080708335
"1820","19353","2017",5902,26150,148.87828335,-20.080708335
"1820","19353","2019",4083,38350,148.87828335,-20.080708335
"1820","19353","2021",3831,33850,148.87828335,-20.080708335
"1820","19355","2007",6487,12750,148.8994,-20.05698333
"1820","19355","2009",6060,13200,148.8994,-20.05698333
"1820","19355","2011",4050,13300,148.8994,-20.05698333
"1820","19355","2013",4926,13850,148.8994,-20.05698333
"1820","19355","2015",5252,13400,148.8994,-20.05698333
"1820","19355","2017",5092,12800,148.8994,-20.05698333
"1820","19355","2019",456,16150,148.8994,-20.05698333
"1820","19355","2021",876,16650,148.8994,-20.05698333
"1820","19355","2022",803,22450,148.8994,-20.05698333
"1820","19355","2023",1657,17000,148.8994,-20.05698333
"1820","19355","2024",3065,18100,148.8994,-20.05698333
"1820","19356","2007",3222,13300,148.8738333,-20.07795
"1820","19356","2009",2654,12800,148.8738333,-20.07795
"1820","19356","2011",3419,13150,148.8738333,-20.07795
"1820","19356","2013",3354,12350,148.8738333,-20.07795
"1820","19356","2015",3324,13300,148.8738333,-20.07795
"1820","19356","2017",2664,13000,148.8738333,-20.07795
"1820","19356","2019",1559,16500,148.8738333,-20.07795
"1820","19356","2021",1586,17150,148.8738333,-20.07795
"1820","19398","2007",9689,20600,148.886425,-20.37545
"1820","19398","2008",9028,20450,148.886425,-20.37545
"1820","19398","2009",8445,20550,148.886425,-20.37545
"1820","19398","2010",8616,21000,148.886425,-20.37545
"1820","19398","2011",8248,20850,148.886425,-20.37545
"1820","19398","2012",9347,20500,148.886425,-20.37545
"1820","19398","2013",10226,20850,148.886425,-20.37545
"1820","19398","2014",9237,20550,148.886425,-20.37545
"1820","19398","2015",9988,20900,148.886425,-20.37545
"1820","19398","2017",2775,20950,148.886425,-20.37545
"1820","19398","2018",3011,20400,148.886425,-20.37545
"1820","19398","2019",3581,26600,148.886425,-20.37545
"1820","19398","2020",2784,20600,148.886425,-20.37545
"1820","19398","2021",2827,20500,148.886425,-20.37545
"1820","19398","2022",1049,10450,148.88645,-20.37545
"1820","19398","2023",2363,19700,148.886425,-20.37545
"1820","19398","2024",3058,20794,148.886425,-20.37545
"1820","19416","2007",18074,41400,148.937616675,-20.3461999975
"1820","19416","2009",18918,41600,148.937616675,-20.3461999975
"1820","19416","2011",15300,40950,148.937616675,-20.3461999975
"1820","19416","2013",16431,40800,148.937616675,-20.3461999975
"1820","19416","2015",21735,41100,148.937616675,-20.3461999975
"1820","19416","2017",13173,41150,148.937616675,-20.3461999975
"1820","19416","2019",9391,41050,148.937616675,-20.3461999975
"1820","19416","2020",10165,41200,148.937616675,-20.3461999975
"1820","19416","2021",9530,41250,148.937616675,-20.3461999975
"1820","19416","2022",9291,41000,148.937616675,-20.3461999975
"1820","19416","2023",9717,40850,148.937616675,-20.3461999975
"1820","19416","2024",10435,39850,148.937616675,-20.3461999975
"1820","19455","2007",2912,21150,149.03894165,-20.468433335
"1820","19455","2009",3017,21000,149.03894165,-20.468433335
"1820","19455","2011",2856,20600,149.03894165,-20.468433335
"1820","19455","2013",2658,20650,149.03894165,-20.468433335
"1820","19455","2015",3129,20550,149.03894165,-20.468433335
"1820","19455","2017",2508,20350,149.03894165,-20.468433335
"1820","19455","2019",2574,20600,149.03894165,-20.468433335
"1820","19455","2020",3173,20650,149.03894165,-20.468433335
"1820","19455","2021",2931,20450,149.03894165,-20.468433335
"1820","19455","2022",3488,29050,149.03894165,-20.468433335
"1820","19455","2023",2713,20900,149.03894165,-20.468433335
"1820","19455","2024",2794,20500,149.03894165,-20.468433335
"1820","19456","2007",4159,20450,149.03715,-20.471875
"1820","19456","2009",3933,20750,149.03715,-20.471875
"1820","19456","2011",3109,20500,149.03715,-20.471875
"1820","19456","2013",3636,20500,149.03715,-20.471875
"1820","19456","2015",3723,20800,149.03715,-20.471875
"1820","19456","2017",1936,20750,149.03715,-20.471875
"1820","19456","2019",2118,20600,149.03715,-20.471875
"1820","19456","2020",2610,20750,149.03715,-20.471875
"1820","19456","2021",2419,20500,149.03715,-20.471875
"1820","19456","2022",1275,9400,149.03715,-20.47185
"1820","19456","2023",2641,20800,149.03715,-20.471875
"1820","19456","2024",2567,20550,149.03715,-20.471875
"1820","19467","2007",9977,38800,149.035133366667,-20.1760611133333
"1820","19467","2009",9680,38450,149.035133366667,-20.1760611133333
"1820","19467","2011",10788,39950,149.035133366667,-20.1760611133333
"1820","19467","2013",12412,42350,149.035133366667,-20.1760611133333
"1820","19467","2015",12157,39900,149.035133366667,-20.1760611133333
"1820","19467","2017",12967,39700,149.035133366667,-20.1760611133333
"1820","19467","2019",11972,58850,149.035133366667,-20.1760611133333
"1820","19467","2021",9759,50650,149.035133366667,-20.1760611133333
"1820","19467","2022",11616,63700,149.035133366667,-20.1760611133333
"1820","19467","2023",10240,51050,149.035133366667,-20.1760611133333
"1820","19480","2008",4530,22500,148.8839333,-20.16569167
"1820","19480","2010",3213,20400,148.8839333,-20.16569167
"1820","19480","2012",3498,20500,148.8839333,-20.16569167
"1820","19480","2014",4292,20700,148.8839333,-20.16569167
"1820","19480","2016",4520,20550,148.8839333,-20.16569167
"1820","19480","2018",1584,20200,148.8839333,-20.16569167
"1820","19480","2020",2387,20750,148.8839333,-20.16569167
"1820","19480","2021",2200,20500,148.8839333,-20.16569167
"1820","19480","2022",597,9700,148.8839333,-20.16566667
"1820","19480","2023",2200,19350,148.8839333,-20.16569167
"1820","19480","2024",3096,20590,148.8839333,-20.16569167
"1820","19492","2008",7072,20750,148.88716665,-20.16811667
"1820","19492","2010",5760,21850,148.88716665,-20.16811667
"1820","19492","2012",4775,20350,148.88716665,-20.16811667
"1820","19492","2014",5097,20650,148.88716665,-20.16811667
"1820","19492","2016",5574,20650,148.88716665,-20.16811667
"1820","19492","2018",2577,20350,148.88716665,-20.16811667
"1820","19492","2020",2154,20650,148.88716665,-20.16811667
"1820","19492","2021",2291,20500,148.88716665,-20.16811667
"1820","19492","2022",4411,30050,148.88716665,-20.16811667
"1820","19492","2023",2605,20600,148.88716665,-20.16811667
"1820","19492","2024",3011,20300,148.88716665,-20.16811667
"1820","19510","2007",11956,24750,148.90279165,-20.06085
"1820","19510","2009",10422,25000,148.90279165,-20.06085
"1820","19510","2011",7429,24950,148.90279165,-20.06085
"1820","19510","2013",8214,25850,148.90279165,-20.06085
"1820","19510","2015",8927,27750,148.90279165,-20.06085
"1820","19510","2017",9211,25900,148.90279165,-20.06085
"1820","19510","2019",2558,35000,148.90279165,-20.06085
"1820","19510","2021",3055,32300,148.90279165,-20.06085
"1820","19510","2022",4714,40650,148.90279165,-20.06085
"1820","19510","2023",5052,35900,148.90279165,-20.06085
"1820","19510","2024",5391,35250,148.90279165,-20.06085
"1820","20540","2008",11359,42000,149.890944433333,-21.0020611133333
"1820","20540","2010",10956,38850,149.890944433333,-21.0020611133333
"1820","20540","2012",8266,36700,149.890944433333,-21.0020611133333
"1820","20540","2014",9434,44350,149.890944433333,-21.0020611133333
"1820","20540","2016",11121,39100,149.890944433333,-21.0020611133333
"1820","20540","2018",5076,58050,149.890944433333,-21.0020611133333
"1820","20540","2019",4924,49200,149.890944433333,-21.0020611133333
"1820","20540","2022",6447,53500,149.890944433333,-21.0020611133333
"1820","20540","2023",6809,56150,149.890944433333,-21.0020611133333
"1820","20540","2024",7196,57550,149.890944433333,-21.0020611133333
"1820","20542","2007",5311,21150,148.8883917,-20.37798333
"1820","20542","2008",7065,21350,148.8883917,-20.37798333
"1820","20542","2009",5389,20750,148.8883917,-20.37798333
"1820","20542","2010",5276,20950,148.8883917,-20.37798333
"1820","20542","2011",4307,20700,148.8883917,-20.37798333
"1820","20542","2012",5508,20700,148.8883917,-20.37798333
"1820","20542","2013",6230,20449,148.8883917,-20.37798333
"1820","20542","2014",6380,20500,148.8883917,-20.37798333
"1820","20542","2015",6240,20500,148.8883917,-20.37798333
"1820","20542","2017",2652,20300,148.8883917,-20.37798333
"1820","20542","2018",2102,20650,148.8883917,-20.37798333
"1820","20542","2019",1548,20750,148.8883917,-20.37798333
"1820","20542","2020",1910,20500,148.8883917,-20.37798333
"1820","20542","2021",1945,20500,148.8883917,-20.37798333
"1820","20542","2022",4023,31000,148.8883917,-20.37798333
"1820","20542","2023",2093,19950,148.8883917,-20.37798333
"1820","20542","2024",2571,20800,148.8883917,-20.37798333
